NA_ID,NEIGHB_NAME,MostCommonPropertyUse,Bedrooms,CurrentTotal,NetTaxes,LotSize,TotalDwellingUnits
62,Oakbridge Community Neighborhood Association,Single family,434.0,55120000.0,951414.05,1233725.17,145
62,Oakbridge Community Neighborhood Association,Vacant,0.0,1000.0,18.22,69759.0,0
63,Oakbridge Condominum Association,Condominium,126.0,13606500.0,226682.27,286711.92,60
63,Oakbridge Condominum Association,Vacant,0.0,100.0,1.82,80186.0,0
64,Oakwood Village Association,C-2 vacant,0.0,4284000.0,78304.93,1524756.0,0
64,Oakwood Village Association,C-3l vacant,0.0,364400.0,6660.67,49735.0,0
64,Oakwood Village Association,Commercial exempt,0.0,0.0,0.0,1653866.0,0
64,Oakwood Village Association,Office 2 sty or lg.,0.0,2317700.0,42275.84,70246.0,0
65,Orchard Ridge Neighborhood Association,10 unit Apartment,0.0,1880000.0,34275.37,36874.54,10
65,Orchard Ridge Neighborhood Association,16 unit Apartment,0.0,8867000.0,161722.51,145187.52000000002,64
65,Orchard Ridge Neighborhood Association,2 Unit,74.0,5146000.0,91906.17,155606.03,34
65,Orchard Ridge Neighborhood Association,24 unit Apartment,0.0,3078000.0,56172.97,57343.25,24
65,Orchard Ridge Neighborhood Association,48 unit Apartment,0.0,4260000.0,77778.11,88434.0,48
65,Orchard Ridge Neighborhood Association,53 unit Apartment,0.0,3720000.0,67907.72,132218.1,53
65,Orchard Ridge Neighborhood Association,"Bank, s & l",0.0,650000.0,12621.12,130134.0,0
65,Orchard Ridge Neighborhood Association,C-1 parking lot,0.0,146700.0,2265.17,25920.0,0
65,Orchard Ridge Neighborhood Association,C-3l vacant,0.0,88000.0,1622.3,3108.24,0
65,Orchard Ridge Neighborhood Association,Commercial exempt,0.0,0.0,0.0,324927.93,0
65,Orchard Ridge Neighborhood Association,Condo -store/retail,0.0,6310000.0,123192.42,239610.24,0
65,Orchard Ridge Neighborhood Association,Condominium,108.0,9463400.0,157495.74,163707.0,48
65,Orchard Ridge Neighborhood Association,"Garage, repair",0.0,806000.0,14754.75,42859.2,0
65,Orchard Ridge Neighborhood Association,Manufacturing,0.0,11564100.0,214052.04,581186.96,0
65,Orchard Ridge Neighborhood Association,Office - 1 story,0.0,1210600.0,22689.41,40089.43,0
65,Orchard Ridge Neighborhood Association,Office 2 sty or lg.,0.0,8084600.0,147509.61000000002,142145.09,0
65,Orchard Ridge Neighborhood Association,Retirement home,0.0,635000.0,11518.67,65391.0,0
65,Orchard Ridge Neighborhood Association,Single family,2726.0,325950200.0,5651310.49,13382685.95,805
65,Orchard Ridge Neighborhood Association,Station self-service,0.0,394000.0,7610.98,13088.0,0
65,Orchard Ridge Neighborhood Association,Store & shop,0.0,306000.0,5505.07,7660.1,0
65,Orchard Ridge Neighborhood Association,Store 1 sty sm,0.0,1499600.0,29148.57,75219.0,0
65,Orchard Ridge Neighborhood Association,Store-warehse 1 sty.,0.0,13485600.0,263725.21,685581.8,0
65,Orchard Ridge Neighborhood Association,Swimming/Fitness Club,0.0,870000.0,15814.11,118156.0,0
65,Orchard Ridge Neighborhood Association,Tavern,0.0,268000.0,4810.47,15291.6,0
65,Orchard Ridge Neighborhood Association,Vacant,0.0,487800.0,8916.23,2121210.29,0
65,Orchard Ridge Neighborhood Association,Warehouse & office,0.0,2912800.0,56806.16,189130.84,0
65,Orchard Ridge Neighborhood Association,Warehouse 1 story,0.0,2174000.0,42347.2,135236.84,0
65,Orchard Ridge Neighborhood Association,"Warehouse, mini type",0.0,1375000.0,25044.74,55658.0,0
66,Parkwood Hills Community Association,2 Unit,96.0,8105100.0,145097.68,222195.84,34
66,Parkwood Hills Community Association,3 unit Apartment,7.0,524000.0,9489.77,16157.0,3
66,Parkwood Hills Community Association,32 unit Apartment,0.0,3879000.0,70814.0,101553.83,32
66,Parkwood Hills Community Association,4 unit Apartment,63.0,5005000.0,90866.65,109495.0,28
66,Parkwood Hills Community Association,40 unit Apartment,0.0,3142000.0,57342.77,36769.0,40
66,Parkwood Hills Community Association,44 unit Apartment,0.0,5333000.0,97390.9,98946.0,44
66,Parkwood Hills Community Association,Commercial exempt,0.0,30500.0,469.35,3102423.0,0
66,Parkwood Hills Community Association,Condominium,457.0,44007200.0,740938.11,714965.56,180
66,Parkwood Hills Community Association,Day care center,0.0,2590000.0,47253.07,108666.0,0
66,Parkwood Hills Community Association,Gas & store,0.0,1106000.0,20127.83,24650.0,0
66,Parkwood Hills Community Association,Shop center neighbor,0.0,3335300.0,60876.0,126486.0,0
66,Parkwood Hills Community Association,Single family,1907.0,271032500.0,4767304.23,7360898.54,477
66,Parkwood Hills Community Association,Swimming/Fitness Club,0.0,425000.0,7680.19,80572.0,0
66,Parkwood Hills Community Association,Vacant,0.0,745500.0,13626.58,5933333.86,0
67,Parkwood Village Homeowners Association,40 unit Apartment,0.0,3142000.0,57342.77,36769.0,40
67,Parkwood Village Homeowners Association,Condominium,310.0,26285400.0,439387.08999999997,442191.4,116
68,Parkwood West Condominium Association,Condominium,61.0,4988500.0,84169.03,87613.0,20
70,Radio Park,Office 2 sty or lg.,0.0,1595000.0,29066.0,91736.76,0
70,Radio Park,Single family,187.0,37008100.0,655196.43,569774.02,55
70,Radio Park,Vacant,0.0,0.0,0.0,191936.25,0
71,Regent Neighborhood Association,10 unit Apartment,0.0,2490000.0,45337.07,15420.0,20
71,Regent Neighborhood Association,118 unit Apartment,0.0,22395000.0,409169.89,109996.0,236
71,Regent Neighborhood Association,12 unit Apartment,0.0,1516000.0,27622.0,6845.0,12
71,Regent Neighborhood Association,13 unit Apartment,0.0,9657000.0,176162.52000000002,44283.0,52
71,Regent Neighborhood Association,130 unit Apartment,0.0,26610200.0,486305.42,47089.0,130
71,Regent Neighborhood Association,131 unit Apartment,0.0,9568000.0,174800.19,55881.0,131
71,Regent Neighborhood Association,14 unit Apartment,0.0,3367000.0,61367.28999999999,24330.0,28
71,Regent Neighborhood Association,16 unit Apartment,0.0,2989000.0,54546.19,16877.0,16
71,Regent Neighborhood Association,2 Unit,337.0,38146400.0,688525.7,380583.12,146
71,Regent Neighborhood Association,20 unit Apartment,0.0,7677300.0,140152.95,24751.0,40
71,Regent Neighborhood Association,23 unit Apartment,0.0,3538000.0,64581.06,27409.0,23
71,Regent Neighborhood Association,27 unit Apartment,0.0,5665000.0,103459.34,13867.0,27
71,Regent Neighborhood Association,28 unit Apartment,0.0,5506000.0,100464.91,39072.5,56
71,Regent Neighborhood Association,3 unit Apartment,227.0,24239000.0,439486.43,163757.74,99
71,Regent Neighborhood Association,32 unit Apartment,0.0,3489000.0,63685.4,10008.0,32
71,Regent Neighborhood Association,4 unit Apartment,211.0,23000700.0,417180.33,208973.22,132
71,Regent Neighborhood Association,5 unit Apartment,165.0,16440000.0,298470.42,134964.3,115
71,Regent Neighborhood Association,53 unit Apartment,0.0,14529000.0,265391.49,94355.5,106
71,Regent Neighborhood Association,6 unit Apartment,66.0,5780000.0,105120.6,31494.4,36
71,Regent Neighborhood Association,64 unit Apartment,0.0,15226000.0,278219.73,25520.0,64
71,Regent Neighborhood Association,7 unit Apartment,31.0,2645000.0,48082.090000000004,13379.0,21
71,Regent Neighborhood Association,79 unit Apartment,0.0,6400000.0,116894.02,24954.0,79
71,Regent Neighborhood Association,8 unit Apartment,0.0,2204000.0,40109.43,10850.0,16
71,Regent Neighborhood Association,81 unit Apartment,0.0,12462000.0,227698.05,39500.0,81
71,Regent Neighborhood Association,9 unit Apartment,0.0,2464000.0,44861.83,15247.2,18
71,Regent Neighborhood Association,Apartment & office,0.0,3028000.0,54994.58,31820.0,10
71,Regent Neighborhood Association,Apartment & store,0.0,25743900.0,469853.69,124666.0,151
71,Regent Neighborhood Association,C-2 vacant,0.0,857700.0,15501.150000000001,21600.0,0
71,Regent Neighborhood Association,"Car wash, auto",0.0,1084400.0,19733.02,20045.0,0
71,Regent Neighborhood Association,Commercial exempt,0.0,0.0,0.0,762942.0,0
71,Regent Neighborhood Association,Condominium,90.0,13502600.0,238461.62999999998,56271.88,50
71,Regent Neighborhood Association,Frat & sorority sm.,0.0,3653000.0,66506.78,69143.0,0
71,Regent Neighborhood Association,Funeral home,0.0,1627300.0,29656.39,113709.86,0
71,Regent Neighborhood Association,"Garage, repair",0.0,465100.0,8413.17,16244.48,0
71,Regent Neighborhood Association,Gas & store,0.0,3000000.0,54747.25,26807.0,0
71,Regent Neighborhood Association,Hotel,0.0,11651000.0,212874.22,89337.0,0
71,Regent Neighborhood Association,Office 2 sty or lg.,0.0,1639100.0,29872.08,15050.0,0
71,Regent Neighborhood Association,Other,0.0,269300.0,4746.08,7093.0,0
71,Regent Neighborhood Association,Restaurant,0.0,2847200.0,51866.14,27054.809999999998,0
71,Regent Neighborhood Association,Restaurant & apts.,0.0,861000.0,15649.6,6745.0,2
71,Regent Neighborhood Association,"Restaurant, drive-in",0.0,774100.0,14061.21,9000.0,0
71,Regent Neighborhood Association,Rooming house,0.0,3537600.0,64309.28999999999,29394.0,35
71,Regent Neighborhood Association,Single family,4353.0,812155900.0,14388493.79,7701587.53,1244
71,Regent Neighborhood Association,Store 1 sty sm,0.0,1403000.0,25380.21,15304.0,0
71,Regent Neighborhood Association,Tavern,0.0,470800.0,8517.34,8782.0,0
71,Regent Neighborhood Association,Vacant,0.0,895800.0,16373.85,9095080.09,0
72,Westchester Gardens Neighborhood Association,2 Unit,58.0,4433600.0,79085.34,129118.73,22
72,Westchester Gardens Neighborhood Association,4 unit Apartment,32.0,2251200.0,40795.880000000005,82405.75,16
72,Westchester Gardens Neighborhood Association,48 unit Apartment,0.0,4550000.0,83078.86,111862.0,48
72,Westchester Gardens Neighborhood Association,7 unit Apartment,14.0,680000.0,12341.2,16079.25,7
72,Westchester Gardens Neighborhood Association,8 unit Apartment,0.0,9675000.0,175698.22,211155.24,104
72,Westchester Gardens Neighborhood Association,Agricultural,0.0,79300.0,1449.49,1688031.0,0
72,Westchester Gardens Neighborhood Association,"Bank, s & l",0.0,2225500.0,40590.57,39440.0,0
72,Westchester Gardens Neighborhood Association,C-2 parking lot,0.0,150000.0,2565.4700000000003,67113.0,0
72,Westchester Gardens Neighborhood Association,Commercial exempt,0.0,1050000.0,19104.24,5813375.89,0
72,Westchester Gardens Neighborhood Association,Condominium,54.0,4325200.0,72676.75,80214.0,24
72,Westchester Gardens Neighborhood Association,Florist -greenhouse,0.0,3279900.0,59863.38,136450.0,0
72,Westchester Gardens Neighborhood Association,Gar new car & repair,0.0,1932300.0,35231.32,79198.0,0
72,Westchester Gardens Neighborhood Association,Gas & store,0.0,1224900.0,22301.15,40474.0,0
72,Westchester Gardens Neighborhood Association,M-1 vacant,0.0,471500.0,8618.29,171793.0,0
72,Westchester Gardens Neighborhood Association,Manufacturing,0.0,904400.0,16442.9,40400.0,0
72,Westchester Gardens Neighborhood Association,Medical clinic,0.0,403500.0,7287.21,40164.0,0
72,Westchester Gardens Neighborhood Association,Rest drive-in w/seat,0.0,1362200.0,24722.62,65596.91,0
72,Westchester Gardens Neighborhood Association,Restaurant & office,0.0,1106300.0,20133.31,65437.0,0
72,Westchester Gardens Neighborhood Association,Shop & office,0.0,160000.0,2836.41,59207.0,0
72,Westchester Gardens Neighborhood Association,Shop center neighbor,0.0,5100000.0,93043.87,109254.0,0
72,Westchester Gardens Neighborhood Association,Single family,960.0,97908700.0,1668447.76,3087539.0,312
72,Westchester Gardens Neighborhood Association,"Station, no bay",0.0,180000.0,3201.98,20979.64,0
72,Westchester Gardens Neighborhood Association,Store 1 sty sm,0.0,2856000.0,52115.15,84199.0,0
72,Westchester Gardens Neighborhood Association,Tavern,0.0,349700.0,6303.84,17551.0,0
72,Westchester Gardens Neighborhood Association,Vacant,0.0,51600.0,943.17,11831029.0,0
72,Westchester Gardens Neighborhood Association,Veterinarian clinic,0.0,256000.0,4591.13,26706.0,0
72,Westchester Gardens Neighborhood Association,Warehouse & office,0.0,5139000.0,93668.57,272840.81,0
72,Westchester Gardens Neighborhood Association,Warehouse 1 story,0.0,937000.0,17038.77,61947.0,0
73,Richmond Hill Homeowners Association,84 unit Apartment,0.0,13717000.0,250637.53,165218.0,84
73,Richmond Hill Homeowners Association,Agricultural,0.0,249600.0,4562.31,3313459.0,0
73,Richmond Hill Homeowners Association,Single family,528.0,75454300.0,1324846.99,1999626.0,140
73,Richmond Hill Homeowners Association,Vacant,0.0,0.0,0.0,68300.0,0
74,Ridgewood Neighborhood Association,123 unit Apartment,0.0,12961000.0,236819.01,245185.0,123
74,Ridgewood Neighborhood Association,2 Unit,195.0,13544900.0,243030.33,394255.0,66
74,Ridgewood Neighborhood Association,30 unit Apartment,0.0,3768000.0,68785.09,74359.0,30
74,Ridgewood Neighborhood Association,36 unit Apartment,0.0,4672000.0,85308.83,69400.0,36
74,Ridgewood Neighborhood Association,4 unit Apartment,222.0,15504200.0,281189.16000000003,380219.0,104
74,Ridgewood Neighborhood Association,40 unit Apartment,0.0,6242000.0,114006.02,98031.0,40
74,Ridgewood Neighborhood Association,6 unit Apartment,78.0,5965000.0,108502.12,128984.0,36
74,Ridgewood Neighborhood Association,60 unit Apartment,0.0,9583000.0,175074.36,146769.0,60
74,Ridgewood Neighborhood Association,62 unit Apartment,0.0,9885000.0,180594.45,169033.0,62
74,Ridgewood Neighborhood Association,7 unit Apartment,14.0,1025000.0,18647.27,22509.0,7
74,Ridgewood Neighborhood Association,78 unit Apartment,0.0,10378000.0,189605.75,177354.0,78
74,Ridgewood Neighborhood Association,8 unit Apartment,0.0,18365000.0,334449.85,401743.0,112
74,Ridgewood Neighborhood Association,C-1 vacant,0.0,100.0,1.82,1723.0,0
74,Ridgewood Neighborhood Association,Commercial exempt,0.0,0.0,0.0,1719643.0,0
74,Ridgewood Neighborhood Association,Condominium,348.0,29173800.0,498902.24,508609.0,146
74,Ridgewood Neighborhood Association,Nursing home,0.0,1302000.0,23710.41,23931.0,0
74,Ridgewood Neighborhood Association,Single family,2804.0,304977900.0,5269791.53,8763300.54,830
74,Ridgewood Neighborhood Association,Vacant,0.0,182400.0,3333.96,4126653.8,0
75,Rolling Meadows Neighborhood Association,2 Unit,185.0,13185100.0,233451.66,463628.31,82
75,Rolling Meadows Neighborhood Association,26 unit Apartment,0.0,1619000.0,29504.68,48265.6,26
75,Rolling Meadows Neighborhood Association,Apartment & store,0.0,1063300.0,19347.35,16041.0,4
75,Rolling Meadows Neighborhood Association,Commercial exempt,0.0,0.0,0.0,576088.05,0
75,Rolling Meadows Neighborhood Association,Condominium,170.0,13861900.0,232868.85,284779.33999999997,80
75,Rolling Meadows Neighborhood Association,Condominium-notation,0.0,7085000.0,129326.60999999999,82452.0,70
75,Rolling Meadows Neighborhood Association,"Garage, steel sm.",0.0,276500.0,4965.85,20000.0,0
75,Rolling Meadows Neighborhood Association,Office 2 sty or lg.,0.0,962300.0,17501.21,27474.0,0
75,Rolling Meadows Neighborhood Association,"Restaurant, drive-in",0.0,497000.0,8996.25,24452.0,0
75,Rolling Meadows Neighborhood Association,Shop center neighbor,0.0,2939000.0,53632.24,187395.0,0
75,Rolling Meadows Neighborhood Association,Single family,2633.0,256797900.0,4371215.15,8600023.9,836
75,Rolling Meadows Neighborhood Association,Store & shop,0.0,463000.0,8374.78,19951.72,0
75,Rolling Meadows Neighborhood Association,Store 1 sty sm,0.0,5057200.0,92173.39,156590.0,0
75,Rolling Meadows Neighborhood Association,Tavern,0.0,433300.0,7831.9,19993.0,0
75,Rolling Meadows Neighborhood Association,"Terminal, truck",0.0,1420600.0,25878.24,429472.0,0
75,Rolling Meadows Neighborhood Association,Vacant,0.0,130200.0,2379.85,1309899.73,0
75,Rolling Meadows Neighborhood Association,Warehouse & office,0.0,2609400.0,47607.66,235045.0,0
76,Sauk Creek Neighborhood Association,174 unit Apartment,0.0,21660000.0,395823.36,449334.0,174
76,Sauk Creek Neighborhood Association,2 Unit,34.0,3280600.0,58779.16,87771.7,12
76,Sauk Creek Neighborhood Association,"Bank, s & l",0.0,1212600.0,22076.31,46378.0,0
76,Sauk Creek Neighborhood Association,Condominium,177.0,25468500.0,438329.58999999997,521487.0,74
76,Sauk Creek Neighborhood Association,Shop center neighbor,0.0,1700500.0,30994.38,40669.0,0
76,Sauk Creek Neighborhood Association,Single family,1095.0,160473200.0,2815626.36,4198429.0,299
76,Sauk Creek Neighborhood Association,Vacant,0.0,200.0,3.64,2975837.4699999997,0
77,Sauk Creek Condominium Association,40 unit Apartment,0.0,5172000.0,94448.06,122360.0,40
77,Sauk Creek Condominium Association,Condominium,386.0,42379700.0,723178.47,844478.69,178
77,Sauk Creek Condominium Association,Single family,49.0,6809100.0,119704.51000000001,193397.0,13
77,Sauk Creek Condominium Association,Vacant,0.0,0.0,0.0,183180.32,0
78,Saukborough Homeowners Association,Condominium,26.0,4728900.0,83018.63,66949.0,9
78,Saukborough Homeowners Association,Condominium -apt,0.0,4376000.0,79633.96,101088.0,32
79,Schenk-Atwood Revitalization Association,10 unit Apartment,0.0,2511000.0,45720.92,22784.5,20
79,Schenk-Atwood Revitalization Association,19 unit Apartment,0.0,1860000.0,33909.78,22987.0,19
79,Schenk-Atwood Revitalization Association,2 Unit,985.0,117733100.0,2090890.44,1408662.22,583
79,Schenk-Atwood Revitalization Association,24 unit Apartment,0.0,1603000.0,29212.22,10191.0,24
79,Schenk-Atwood Revitalization Association,25 unit Apartment,0.0,3776000.0,68931.33,30062.0,25
79,Schenk-Atwood Revitalization Association,3 unit Apartment,254.0,22924100.0,412072.93,258533.94,150
79,Schenk-Atwood Revitalization Association,30 unit Apartment,0.0,5660000.0,103367.95,15568.0,30
79,Schenk-Atwood Revitalization Association,31 unit Apartment,0.0,5780000.0,105561.36,17447.0,31
79,Schenk-Atwood Revitalization Association,32 unit Apartment,0.0,6630000.0,121098.06,16049.0,32
79,Schenk-Atwood Revitalization Association,39 unit Apartment,0.0,6410000.0,117076.8,28579.0,39
79,Schenk-Atwood Revitalization Association,4 unit Apartment,103.0,9689000.0,175248.92,114717.8,84
79,Schenk-Atwood Revitalization Association,5 unit Apartment,31.0,3410000.0,61800.65,30032.6,30
79,Schenk-Atwood Revitalization Association,50 unit Apartment,0.0,8790000.0,160579.54,29304.0,50
79,Schenk-Atwood Revitalization Association,6 unit Apartment,41.0,5426000.0,98385.61,44711.05,54
79,Schenk-Atwood Revitalization Association,79 unit Apartment,0.0,16040000.0,293098.4,42491.0,79
79,Schenk-Atwood Revitalization Association,8 unit Apartment,0.0,3921000.0,71317.26000000001,61567.5,32
79,Schenk-Atwood Revitalization Association,Apartment & office,0.0,6132000.0,111050.22,39012.5,22
79,Schenk-Atwood Revitalization Association,Apartment & store,0.0,13674300.0,248358.47999999998,99424.09,55
79,Schenk-Atwood Revitalization Association,Apartments,0.0,607500.0,11016.02,20317.0,0
79,Schenk-Atwood Revitalization Association,"Bank, s & l",0.0,4158500.0,75922.85,17981.0,0
79,Schenk-Atwood Revitalization Association,C-2 parking lot,0.0,277400.0,4541.55,41708.6,0
79,Schenk-Atwood Revitalization Association,C-2 vacant,0.0,77500.0,1416.58,3400.0,0
79,Schenk-Atwood Revitalization Association,Commercial exempt,0.0,0.0,0.0,1096326.27,0
79,Schenk-Atwood Revitalization Association,Condo -store/retail,5.0,1231800.0,22074.67,4880.0,2
79,Schenk-Atwood Revitalization Association,Condominium,229.0,44047000.0,764789.55,169782.26,139
79,Schenk-Atwood Revitalization Association,Condominium -other,0.0,14948700.0,272710.32,65111.0,52
79,Schenk-Atwood Revitalization Association,Gas & store,0.0,652000.0,11829.4,14750.0,0
79,Schenk-Atwood Revitalization Association,"Grocer, small",0.0,615000.0,11153.11,26242.16,0
79,Schenk-Atwood Revitalization Association,Manufacturing,0.0,4323800.0,78767.98000000001,389876.65,0
79,Schenk-Atwood Revitalization Association,Medical clinic,0.0,489200.0,8853.67,11616.0,0
79,Schenk-Atwood Revitalization Association,Office - 1 story,0.0,1758300.0,32050.86,26993.0,0
79,Schenk-Atwood Revitalization Association,Office 2 sty or lg.,0.0,4433100.0,80501.35,38820.0,0
79,Schenk-Atwood Revitalization Association,Office converted sm.,0.0,487200.0,8817.12,6608.0,0
79,Schenk-Atwood Revitalization Association,Other,0.0,32400.0,504.08,980545.61,0
79,Schenk-Atwood Revitalization Association,R-5 parking lot,0.0,32500.0,505.9,10168.0,0
79,Schenk-Atwood Revitalization Association,Restaurant,0.0,2648300.0,47966.08,42690.0,0
79,Schenk-Atwood Revitalization Association,Restaurant & apts.,0.0,910000.0,16545.25,11040.0,2
79,Schenk-Atwood Revitalization Association,Restaurant & office,0.0,1195000.0,21666.46,13839.0,0
79,Schenk-Atwood Revitalization Association,Restaurant & store,0.0,1012300.0,18415.15,13320.0,0
79,Schenk-Atwood Revitalization Association,Shop & house,0.0,640000.0,11610.07,11616.0,0
79,Schenk-Atwood Revitalization Association,Shop & office,0.0,1267200.0,22898.01,25270.0,0
79,Schenk-Atwood Revitalization Association,"Shop, 1 story sm.",0.0,1415400.0,25430.56,26048.0,0
79,Schenk-Atwood Revitalization Association,Single family,3091.0,480124500.0,8392480.61,4857649.18,1055
79,Schenk-Atwood Revitalization Association,Store & office lg.,0.0,1146000.0,20858.97,20799.0,0
79,Schenk-Atwood Revitalization Association,Store & shop,0.0,350800.0,6323.93,3967.0,0
79,Schenk-Atwood Revitalization Association,Store 1 sty sm,0.0,3934800.0,71040.6,58459.0,0
79,Schenk-Atwood Revitalization Association,Store 2 sty small,0.0,700000.0,12706.78,8161.0,0
79,Schenk-Atwood Revitalization Association,Tavern,0.0,1492300.0,26836.2,21306.6,0
79,Schenk-Atwood Revitalization Association,Tavern & apartment,0.0,1908000.0,34610.85,12019.619999999999,6
79,Schenk-Atwood Revitalization Association,Theater,0.0,438800.0,7932.45,35378.0,0
79,Schenk-Atwood Revitalization Association,Vacant,0.0,102000.0,1864.41,2429799.75,0
79,Schenk-Atwood Revitalization Association,Veterinarian clinic,0.0,1087000.0,19780.55,10266.0,0
79,Schenk-Atwood Revitalization Association,Warehouse 1 story,0.0,844000.0,15338.87,26941.0,0
80,Sheridan Triangle Neighborhood Association,2 Unit,8.0,603300.0,10522.970000000001,16243.5,4
80,Sheridan Triangle Neighborhood Association,23 unit Apartment,0.0,1738000.0,31679.81,37026.0,23
80,Sheridan Triangle Neighborhood Association,3 unit Apartment,6.0,517600.0,9372.78,6279.0,3
80,Sheridan Triangle Neighborhood Association,Apartment & store,0.0,833100.0,15139.64,24630.06,1
80,Sheridan Triangle Neighborhood Association,Single family,447.0,48858000.0,832365.29,1062447.78,171
80,Sheridan Triangle Neighborhood Association,Vacant,0.0,64000.0,1169.82,12239.0,0
81,Sherman Neighborhood Association,110 unit Apartment,0.0,7515000.0,137274.49,109335.0,110
81,Sherman Neighborhood Association,2 Unit,290.0,22120100.0,392548.3,443491.43,148
81,Sherman Neighborhood Association,27 unit Apartment,0.0,4430000.0,80885.44,22065.0,27
81,Sherman Neighborhood Association,3 unit Apartment,47.0,3668600.0,66263.04000000001,75794.8,27
81,Sherman Neighborhood Association,34 unit Apartment,0.0,4867000.0,88873.13,32600.0,34
81,Sherman Neighborhood Association,4 unit Apartment,115.0,6608000.0,118805.62,173916.18,64
81,Sherman Neighborhood Association,40 unit Apartment,0.0,3633000.0,66317.5,51950.56,40
81,Sherman Neighborhood Association,5 unit Apartment,24.0,1000000.0,18102.16,26250.0,15
81,Sherman Neighborhood Association,70 unit Apartment,0.0,6898000.0,125908.54,111679.0,140
81,Sherman Neighborhood Association,72 unit Apartment,0.0,8188000.0,149575.9,138491.0,72
81,Sherman Neighborhood Association,Apartment & store,0.0,1725300.0,31183.24,24872.0,4
81,Sherman Neighborhood Association,"Bank, s & l",0.0,753000.0,13675.54,25370.0,0
81,Sherman Neighborhood Association,C-1 vacant,0.0,450000.0,8225.31,34780.0,0
81,Sherman Neighborhood Association,C-2 parking lot,0.0,243500.0,4274.52,208450.0,0
81,Sherman Neighborhood Association,C-2 vacant,0.0,2114000.0,24770.97,1836773.6,0
81,Sherman Neighborhood Association,"Cleaner, small",0.0,332600.0,5991.27,15000.0,0
81,Sherman Neighborhood Association,Commercial exempt,0.0,1043100.0,1264.46,3300988.25,0
81,Sherman Neighborhood Association,Condominium,18.0,973700.0,16284.49,19751.0,6
81,Sherman Neighborhood Association,"Garage, masonry sm.",0.0,89700.0,1551.44,6000.0,0
81,Sherman Neighborhood Association,"Garage, repair",0.0,2180200.0,39409.91,100110.92,0
81,Sherman Neighborhood Association,"Garage, steel sm.",0.0,201900.0,3602.28,23050.0,0
81,Sherman Neighborhood Association,Gas & store,0.0,2708900.0,49250.060000000005,73125.4,0
81,Sherman Neighborhood Association,M-1 parking lot,0.0,15000.0,186.03,5940.0,0
81,Sherman Neighborhood Association,Manufacturing,0.0,7660000.0,139395.97,712744.0,0
81,Sherman Neighborhood Association,Medical clinic,0.0,1052500.0,19149.93,23400.0,0
81,Sherman Neighborhood Association,Office & retail,0.0,797000.0,14479.79,13760.0,0
81,Sherman Neighborhood Association,Office - 1 story,0.0,3619600.0,65896.28,114541.0,0
81,Sherman Neighborhood Association,Office 2 sty or lg.,0.0,1321200.0,23885.059999999998,34583.0,0
81,Sherman Neighborhood Association,Other,0.0,0.0,0.0,51274.0,0
81,Sherman Neighborhood Association,Rest drive-in w/seat,0.0,1390100.0,25320.73,49740.81,0
81,Sherman Neighborhood Association,Rest. w/bar & liquor,0.0,1022400.0,18599.76,20186.0,0
81,Sherman Neighborhood Association,Restaurant,0.0,653200.0,11763.19,25652.0,0
81,Sherman Neighborhood Association,Restaurant & store,0.0,1143800.0,20818.76,15210.0,0
81,Sherman Neighborhood Association,Shop & office,0.0,944900.0,17183.18,98303.0,0
81,Sherman Neighborhood Association,Shop center neighbor,0.0,12993800.0,237065.94,842179.0,0
81,Sherman Neighborhood Association,"Shop, 1 story sm.",0.0,2152600.0,39081.74,95786.3,0
81,Sherman Neighborhood Association,Single family,2311.0,228656100.0,3879741.79,6215847.6,887
81,Sherman Neighborhood Association,Store & office small,0.0,260000.0,4664.25,21192.0,0
81,Sherman Neighborhood Association,Store 1 sty sm,0.0,3151500.0,57340.100000000006,83171.4,0
81,Sherman Neighborhood Association,"Store, Big Box",0.0,3171100.0,57874.69,179113.0,0
81,Sherman Neighborhood Association,Tavern,0.0,898700.0,16162.41,54669.0,0
81,Sherman Neighborhood Association,Tavern & apartment,0.0,262000.0,4700.81,7242.0,1
81,Sherman Neighborhood Association,Vacant,0.0,174700.0,3193.24,1140178.18,0
81,Sherman Neighborhood Association,Warehouse & office,0.0,10626000.0,193874.37,1446602.0,0
81,Sherman Neighborhood Association,Warehouse 1 story,0.0,642400.0,11653.93,18402.0,0
81,Sherman Neighborhood Association,"Warehouse, mini type",0.0,3326400.0,60272.56,139410.0,0
82,Sherman Terrace Association,120 unit Apartment,0.0,13757900.0,251385.11,165570.0,120
82,Sherman Terrace Association,136 unit Apartment,0.0,15206000.0,277854.16,280875.0,136
82,Sherman Terrace Association,C-2 parking lot,0.0,19500.0,356.44,6645.0,0
82,Sherman Terrace Association,Condominium,854.0,66800900.0,1125093.98,829346.0465704047,423
82,Sherman Terrace Association,Office insur type lg,0.0,3681600.0,67205.84,207580.0,0
83,Sherman Village Neighborhood Association,Condominium,331.0,55524000.0,949747.11,801590.0,168
83,Sherman Village Neighborhood Association,Nursing home,0.0,5500000.0,100443.39,106633.0,0
83,Sherman Village Neighborhood Association,Single family,2431.0,229713300.0,3896346.76,8106947.58,794
83,Sherman Village Neighborhood Association,Vacant,0.0,0.0,0.0,1732733.9,0
84,Skyview Meadows Neighborhood Association,2 Unit,4.0,566400.0,10264.78,11820.0,2
84,Skyview Meadows Neighborhood Association,4 unit Apartment,32.0,1840000.0,32951.630000000005,41222.13,16
